Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
BeetleFly,0.5,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.55,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.59,0.002,100,65,20,20,512,0.025,0.1
BeetleFly,0.59,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.61,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.83,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.88,0.002,100,90,20,20,512,0.025,0.1
BeetleFly,0.94,0.002,100,60,20,20,512,0.025,0.1
BeetleFly,0.41,0,100,85,20,20,512,0.025,0.1
BeetleFly,0.43,0.001,100,80,20,20,512,0.025,0.1
BeetleFly,0.44,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.43,0.001,100,80,20,20,512,0.025,0.1
BeetleFly,0.35,0,100,95,20,20,512,0.025,0.1
BeetleFly,0.36,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.37,0.001,100,80,20,20,512,0.025,0.1
BeetleFly,0.39,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.4,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.38,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.4,0.002,100,60,20,20,512,0.025,0.1
BeetleFly,0.43,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.43,0.001,100,75,20,20,512,0.025,0.1
BeetleFly,0.69,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.67,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.37,0.001,100,100,20,20,512,0.025,0.1
BeetleFly,0.39,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.61,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.79,0.001,100,80,20,20,512,0.025,0.1
BeetleFly,0.86,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.42,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.42,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.42,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.6,0.002,100,90,20,20,512,0.025,0.1
BeetleFly,0.7,0.002,100,60,20,20,512,0.025,0.1
BeetleFly,0.96,0.001,100,85,20,20,512,0.025,0.1
BeetleFly,0.7,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.36,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.38,0.003,100,90,20,20,512,0.025,0.1
BeetleFly,0.42,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.51,0.001,100,60,20,20,512,0.025,0.1
BeetleFly,0.54,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.56,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.67,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.79,0.002,100,90,20,20,512,0.025,0.1
BeetleFly,0.83,0.002,100,95,20,20,512,0.025,0.1
BeetleFly,0.85,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,1.09,0.002,100,75,20,20,512,0.025,0.1
BeetleFly,1.74,0.002,100,75,20,20,512,0.025,0.1
BeetleFly,0.65,0.002,100,80,20,20,512,0.025,0.1
BeetleFly,0.41,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.48,0.001,100,70,20,20,512,0.025,0.1
BeetleFly,0.52,0.001,100,85,20,20,512,0.025,0.1
BeetleFly,0.52,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.35,0.001,100,80,20,20,512,0.025,0.1
BeetleFly,0.35,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.39,0.001,100,100,20,20,512,0.025,0.1
BeetleFly,0.4,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.4,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.42,0.002,100,65,20,20,512,0.025,0.1
BeetleFly,0.43,0.001,100,55,20,20,512,0.025,0.1
BeetleFly,0.5,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.57,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.79,0.002,100,85,20,20,512,0.025,0.1
BeetleFly,0.36,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.45,0.001,100,60,20,20,512,0.025,0.1
BeetleFly,0.64,0.003,100,65,20,20,512,0.025,0.1
BeetleFly,0.68,0.002,100,60,20,20,512,0.025,0.1
BeetleFly,0.85,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.35,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.37,0,100,90,20,20,512,0.025,0.1
BeetleFly,0.37,0.001,100,90,20,20,512,0.025,0.1
BeetleFly,0.39,0.001,100,75,20,20,512,0.025,0.1
BeetleFly,0.38,0.001,100,65,20,20,512,0.025,0.1
BeetleFly,0.62,0.001,100,95,20,20,512,0.025,0.1
BeetleFly,0.75,0.001,100,85,20,20,512,0.025,0.1
BeetleFly,0.66,0.002,100,90,20,20,512,0.025,0.1
BirdChicken,0.42,0.001,100,75,20,20,512,0.025,0.1
BirdChicken,0.39,0.001,100,75,20,20,512,0.025,0.1
BirdChicken,0.42,0.001,100,75,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.43,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.5,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.51,0.001,100,55,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.46,0.004,100,65,20,20,512,0.025,0.1
BirdChicken,0.61,0.002,100,55,20,20,512,0.025,0.1
BirdChicken,0.66,0.003,100,85,20,20,512,0.025,0.1
BirdChicken,0.65,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.72,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.9,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.46,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.58,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.6,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,1.51,0.003,100,80,20,20,512,0.025,0.1
BirdChicken,0.42,0.002,100,65,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,65,20,20,512,0.025,0.1
BirdChicken,0.43,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.59,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,75,20,20,512,0.025,0.1
BirdChicken,0.72,0.002,100,85,20,20,512,0.025,0.1
BirdChicken,0.48,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.63,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.75,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,1.56,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.38,0.001,100,80,20,20,512,0.025,0.1
BirdChicken,0.48,0.001,100,65,20,20,512,0.025,0.1
BirdChicken,0.62,0.004,100,70,20,20,512,0.025,0.1
BirdChicken,0.72,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.96,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.67,0.002,100,65,20,20,512,0.025,0.1
BirdChicken,0.72,0.001,100,55,20,20,512,0.025,0.1
BirdChicken,0.65,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,1.55,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.4,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.43,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.43,0.001,100,80,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,85,20,20,512,0.025,0.1
BirdChicken,0.47,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.51,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.66,0.002,100,85,20,20,512,0.025,0.1
BirdChicken,0.41,0.001,100,65,20,20,512,0.025,0.1
BirdChicken,0.39,0.002,100,90,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,80,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,65,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,55,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,75,20,20,512,0.025,0.1
BirdChicken,0.74,0.002,100,55,20,20,512,0.025,0.1
BirdChicken,0.86,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,1.06,0.002,100,65,20,20,512,0.025,0.1
BirdChicken,1.68,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,2.13,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.42,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.59,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,0.51,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,0.58,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,1.55,0.003,100,80,20,20,512,0.025,0.1
BirdChicken,0.61,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.62,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.63,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,0.71,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,1.45,0.002,100,85,20,20,512,0.025,0.1
BirdChicken,0.4,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.42,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.44,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.44,0.001,100,85,20,20,512,0.025,0.1
BirdChicken,0.48,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.5,0.001,100,55,20,20,512,0.025,0.1
BirdChicken,0.73,0.002,100,65,20,20,512,0.025,0.1
BirdChicken,0.9,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.42,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.51,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.73,0.002,100,60,20,20,512,0.025,0.1
BirdChicken,0.6,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,1.54,0.002,100,90,20,20,512,0.025,0.1
BirdChicken,0.56,0.002,100,65,20,20,512,0.025,0.1
BirdChicken,0.65,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.79,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.4,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.41,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.41,0.003,100,60,20,20,512,0.025,0.1
BirdChicken,0.41,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.47,0.001,100,60,20,20,512,0.025,0.1
BirdChicken,0.59,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.62,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.67,0.002,100,75,20,20,512,0.025,0.1
BirdChicken,0.9,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,1.64,0.002,100,80,20,20,512,0.025,0.1
BirdChicken,1.78,0.002,100,70,20,20,512,0.025,0.1
BirdChicken,0.43,0.002,100,55,20,20,512,0.025,0.1
BirdChicken,0.43,0.001,100,80,20,20,512,0.025,0.1
BirdChicken,0.45,0.001,100,70,20,20,512,0.025,0.1
BirdChicken,0.54,0.001,100,50,20,20,512,0.025,0.1
Car,99.78,0.025,100,85,60,60,577,0.025,0.3
Car,131.29,0.023,100,65,60,60,577,0.025,0.3
Car,120.5,0.026,100,78.3333,60,60,577,0.025,0.3
Car,129.64,0.024,100,76.6667,60,60,577,0.025,0.3
Car,104.52,0.02,100,78.3333,60,60,577,0.025,0.3
Car,133.82,0.02,100,78.3333,60,60,577,0.025,0.3
Car,107.99,0.021,100,75,60,60,577,0.025,0.3
Car,108.31,0.024,100,83.3333,60,60,577,0.025,0.3
Car,138.96,0.025,100,73.3333,60,60,577,0.025,0.3
Car,114.65,0.024,100,73.3333,60,60,577,0.025,0.3
Car,115.16,0.023,100,81.6667,60,60,577,0.025,0.3
Car,142.84,0.028,100,65,60,60,577,0.025,0.3
Car,144.53,0.018,100,78.3333,60,60,577,0.025,0.3
Car,112.73,0.022,100,88.3333,60,60,577,0.025,0.3
Car,117.91,0.02,100,85,60,60,577,0.025,0.3
Car,170.88,0.037,100,73.3333,60,60,577,0.025,0.3
Car,107.68,0.023,100,76.6667,60,60,577,0.025,0.3
Car,124.11,0.014,100,76.6667,60,60,577,0.025,0.3
Car,120.39,0.016,100,70,60,60,577,0.025,0.3
Car,122.91,0.02,100,65,60,60,577,0.025,0.3
Car,105.04,0.017,100,71.6667,60,60,577,0.025,0.3
Car,168.73,0.048,100,83.3333,60,60,577,0.025,0.3
Car,138.38,0.02,100,78.3333,60,60,577,0.025,0.3
Car,124.03,0.025,100,75,60,60,577,0.025,0.3
Car,138.97,0.024,100,66.6667,60,60,577,0.025,0.3
Car,113.13,0.025,100,71.6667,60,60,577,0.025,0.3
Car,138.86,0.023,100,76.6667,60,60,577,0.025,0.3
Car,117.3,0.02,100,83.3333,60,60,577,0.025,0.3
Car,122.19,0.024,100,75,60,60,577,0.025,0.3
Car,159.65,0.018,100,75,60,60,577,0.025,0.3
Car,217.08,0.045,100,83.3333,60,60,577,0.025,0.3
Car,141.84,0.024,100,78.3333,60,60,577,0.025,0.3
Car,238.71,0.037,100,86.6667,60,60,577,0.025,0.3
Car,162.47,0.024,100,80,60,60,577,0.025,0.3
Car,184.03,0.039,100,70,60,60,577,0.025,0.3
Car,202.06,0.04,100,73.3333,60,60,577,0.025,0.3
Car,255.68,0.035,100,75,60,60,577,0.025,0.3
Car,195.75,0.047,100,71.6667,60,60,577,0.025,0.3
Car,124.84,0.02,100,80,60,60,577,0.025,0.3
Car,201.67,0.038,100,78.3333,60,60,577,0.025,0.3
Car,125.95,0.016,100,70,60,60,577,0.025,0.3
Car,208.37,0.039,100,76.6667,60,60,577,0.025,0.3
Car,223.83,0.038,100,75,60,60,577,0.025,0.3
Car,194.83,0.021,100,76.6667,60,60,577,0.025,0.3
Car,264.1,0.032,100,68.3333,60,60,577,0.025,0.3
Car,127.14,0.015,100,71.6667,60,60,577,0.025,0.3
Car,203.38,0.027,100,68.3333,60,60,577,0.025,0.3
Car,116.04,0.016,100,68.3333,60,60,577,0.025,0.3
Car,123.6,0.015,100,61.6667,60,60,577,0.025,0.3
Car,139.46,0.016,100,66.6667,60,60,577,0.025,0.3
Car,109.83,0.025,100,80,60,60,577,0.025,0.3
Car,171.83,0.041,100,83.3333,60,60,577,0.025,0.3
Car,125.93,0.014,100,73.3333,60,60,577,0.025,0.3
Car,104.95,0.022,100,66.6667,60,60,577,0.025,0.3
Car,127.58,0.016,100,73.3333,60,60,577,0.025,0.3
Car,134.26,0.019,100,78.3333,60,60,577,0.025,0.3
Car,142.13,0.027,100,75,60,60,577,0.025,0.3
Car,128.74,0.025,100,73.3333,60,60,577,0.025,0.3
Car,141.17,0.022,100,76.6667,60,60,577,0.025,0.3
Car,121.55,0.015,100,70,60,60,577,0.025,0.3
Car,99.86,0.026,100,81.6667,60,60,577,0.025,0.3
Car,155.47,0.014,100,70,60,60,577,0.025,0.3
Car,153.44,0.024,100,65,60,60,577,0.025,0.3
Car,210.44,0.025,100,75,60,60,577,0.025,0.3
Car,201.73,0.027,100,76.6667,60,60,577,0.025,0.3
Car,133.09,0.016,100,70,60,60,577,0.025,0.3
Car,209.13,0.038,100,78.3333,60,60,577,0.025,0.3
Car,289.65,0.041,100,81.6667,60,60,577,0.025,0.3
Car,130.47,0.017,100,70,60,60,577,0.025,0.3
Car,130.41,0.025,100,71.6667,60,60,577,0.025,0.3
Car,160.46,0.023,100,61.6667,60,60,577,0.025,0.3
Car,198.95,0.044,100,75,60,60,577,0.025,0.3
Car,143.54,0.02,100,80,60,60,577,0.025,0.3
Car,269.55,0.042,100,73.3333,60,60,577,0.025,0.3
Car,145.6,0.018,100,80,60,60,577,0.025,0.3
Car,240.15,0.038,100,70,60,60,577,0.025,0.3
Car,178.68,0.038,100,85,60,60,577,0.025,0.3
Car,143.63,0.017,100,70,60,60,577,0.025,0.3
Car,136.79,0.024,100,78.3333,60,60,577,0.025,0.3
Car,182.71,0.049,100,75,60,60,577,0.025,0.3
Car,134.86,0.02,100,78.3333,60,60,577,0.025,0.3
Car,165.05,0.017,100,81.6667,60,60,577,0.025,0.3
Car,246.28,0.034,100,80,60,60,577,0.025,0.3
Car,187.08,0.031,100,61.6667,60,60,577,0.025,0.3
Car,199.4,0.026,100,80,60,60,577,0.025,0.3
Car,217.1,0.035,100,75,60,60,577,0.025,0.3
Car,180.53,0.047,100,81.6667,60,60,577,0.025,0.3
Car,176.19,0.042,100,81.6667,60,60,577,0.025,0.3
Car,208.03,0.033,100,78.3333,60,60,577,0.025,0.3
Car,213.49,0.027,100,73.3333,60,60,577,0.025,0.3
Car,275.4,0.04,100,78.3333,60,60,577,0.025,0.3
Car,255.11,0.056,100,83.3333,60,60,577,0.025,0.3
Car,194.13,0.018,100,73.3333,60,60,577,0.025,0.3
Car,209.85,0.027,100,68.3333,60,60,577,0.025,0.3
Car,216.66,0.028,100,68.3333,60,60,577,0.025,0.3
Car,226.77,0.04,100,76.6667,60,60,577,0.025,0.3
Car,237.2,0.031,100,78.3333,60,60,577,0.025,0.3
Car,215.31,0.028,100,66.6667,60,60,577,0.025,0.3
Car,283.58,0.038,100,76.6667,60,60,577,0.025,0.3
Car,536.04,0.095,100,75,60,60,577,0.025,0.3
CBF,0.52,0.035,100,91.3333,30,900,128,0.025,0.2
CBF,0.37,0.016,100,67.2222,30,900,128,0.025,0.2
CBF,0.58,0.035,100,91.7778,30,900,128,0.025,0.2
CBF,0.59,0.038,100,92.3333,30,900,128,0.025,0.2
CBF,0.62,0.039,100,89.1111,30,900,128,0.025,0.2
CBF,0.41,0.034,100,92.2222,30,900,128,0.025,0.2
CBF,0.63,0.037,100,91.3333,30,900,128,0.025,0.2
CBF,0.6,0.042,100,73.3333,30,900,128,0.025,0.2
CBF,0.76,0.043,100,96,30,900,128,0.025,0.2
CBF,1.07,0.036,100,90.4444,30,900,128,0.025,0.2
CBF,0.47,0.029,100,89.4444,30,900,128,0.025,0.2
CBF,0.61,0.029,100,91.2222,30,900,128,0.025,0.2
CBF,0.58,0.029,100,85.1111,30,900,128,0.025,0.2
CBF,0.76,0.045,100,96.7778,30,900,128,0.025,0.2
CBF,1.06,0.04,100,94,30,900,128,0.025,0.2
CBF,0.85,0.043,100,87.4444,30,900,128,0.025,0.2
CBF,0.48,0.036,100,91.6667,30,900,128,0.025,0.2
CBF,0.39,0.024,100,90.4444,30,900,128,0.025,0.2
CBF,0.51,0.034,100,94.3333,30,900,128,0.025,0.2
CBF,0.79,0.028,100,69.1111,30,900,128,0.025,0.2
CBF,0.66,0.043,100,84.8889,30,900,128,0.025,0.2
CBF,0.85,0.043,100,78.8889,30,900,128,0.025,0.2
CBF,0.26,0.022,100,91,30,900,128,0.025,0.2
CBF,0.44,0.03,100,79.3333,30,900,128,0.025,0.2
CBF,0.58,0.036,100,92.6667,30,900,128,0.025,0.2
CBF,0.61,0.039,100,86.1111,30,900,128,0.025,0.2
CBF,0.46,0.031,100,88.6667,30,900,128,0.025,0.2
CBF,0.53,0.043,100,94.4444,30,900,128,0.025,0.2
CBF,0.68,0.033,100,91,30,900,128,0.025,0.2
CBF,0.76,0.035,100,91.2222,30,900,128,0.025,0.2
CBF,0.9,0.04,100,90.5556,30,900,128,0.025,0.2
CBF,0.45,0.035,100,92.7778,30,900,128,0.025,0.2
CBF,0.46,0.034,100,93.6667,30,900,128,0.025,0.2
CBF,0.6,0.028,100,90,30,900,128,0.025,0.2
CBF,0.78,0.043,100,94,30,900,128,0.025,0.2
CBF,1.08,0.046,100,92.5556,30,900,128,0.025,0.2
CBF,1.07,0.03,100,92,30,900,128,0.025,0.2
CBF,0.77,0.04,100,81.8889,30,900,128,0.025,0.2
CBF,0.31,0.019,100,88.4444,30,900,128,0.025,0.2
CBF,0.49,0.032,100,89.2222,30,900,128,0.025,0.2
CBF,0.54,0.023,100,73.4444,30,900,128,0.025,0.2
CBF,0.59,0.028,100,78.3333,30,900,128,0.025,0.2
CBF,0.58,0.034,100,95.8889,30,900,128,0.025,0.2
CBF,0.49,0.024,100,83.4444,30,900,128,0.025,0.2
CBF,0.53,0.034,100,89.3333,30,900,128,0.025,0.2
CBF,0.56,0.042,100,94.7778,30,900,128,0.025,0.2
CBF,0.83,0.039,100,75.4444,30,900,128,0.025,0.2
CBF,0.51,0.031,100,86.3333,30,900,128,0.025,0.2
CBF,0.55,0.025,100,81.3333,30,900,128,0.025,0.2
CBF,0.74,0.028,100,71.7778,30,900,128,0.025,0.2
CBF,0.38,0.031,100,91.3333,30,900,128,0.025,0.2
CBF,0.94,0.034,100,87.1111,30,900,128,0.025,0.2
CBF,0.46,0.034,100,86.8889,30,900,128,0.025,0.2
CBF,0.67,0.038,100,68.3333,30,900,128,0.025,0.2
CBF,0.75,0.027,100,64.4444,30,900,128,0.025,0.2
CBF,0.74,0.043,100,92.6667,30,900,128,0.025,0.2
CBF,1.07,0.044,100,86.4444,30,900,128,0.025,0.2
CBF,1.03,0.04,100,93.4444,30,900,128,0.025,0.2
CBF,0.58,0.043,100,93.4444,30,900,128,0.025,0.2
CBF,0.44,0.02,100,72,30,900,128,0.025,0.2
CBF,0.48,0.032,100,91.2222,30,900,128,0.025,0.2
CBF,0.62,0.037,100,92.7778,30,900,128,0.025,0.2
CBF,0.74,0.04,100,77.2222,30,900,128,0.025,0.2
CBF,0.52,0.041,100,88.3333,30,900,128,0.025,0.2
CBF,0.4,0.024,100,72.2222,30,900,128,0.025,0.2
CBF,0.56,0.033,100,90.2222,30,900,128,0.025,0.2
CBF,0.52,0.038,100,80.2222,30,900,128,0.025,0.2
CBF,0.69,0.023,100,73.7778,30,900,128,0.025,0.2
CBF,0.43,0.032,100,93.4444,30,900,128,0.025,0.2
CBF,0.53,0.032,100,86.8889,30,900,128,0.025,0.2
CBF,0.62,0.032,100,90.3333,30,900,128,0.025,0.2
CBF,0.43,0.036,100,94,30,900,128,0.025,0.2
CBF,0.82,0.026,100,73.4444,30,900,128,0.025,0.2
CBF,0.53,0.038,100,93.4444,30,900,128,0.025,0.2
CBF,0.44,0.035,100,92.7778,30,900,128,0.025,0.2
CBF,0.71,0.031,100,84.1111,30,900,128,0.025,0.2
CBF,0.78,0.038,100,76.6667,30,900,128,0.025,0.2
CBF,0.64,0.031,100,90,30,900,128,0.025,0.2
CBF,1.2,0.032,100,88.7778,30,900,128,0.025,0.2
CBF,0.56,0.036,100,91.7778,30,900,128,0.025,0.2
CBF,0.4,0.023,100,74.2222,30,900,128,0.025,0.2
CBF,0.46,0.03,100,85.8889,30,900,128,0.025,0.2
CBF,0.59,0.034,100,73.7778,30,900,128,0.025,0.2
CBF,0.54,0.037,100,77.2222,30,900,128,0.025,0.2
CBF,0.69,0.032,100,93.4444,30,900,128,0.025,0.2
CBF,0.48,0.017,100,85.2222,30,900,128,0.025,0.2
CBF,0.52,0.034,100,88.7778,30,900,128,0.025,0.2
CBF,0.55,0.043,100,88.5556,30,900,128,0.025,0.2
CBF,0.63,0.035,100,94.1111,30,900,128,0.025,0.2
CBF,0.47,0.035,100,90.5556,30,900,128,0.025,0.2
CBF,0.48,0.033,100,81.6667,30,900,128,0.025,0.2
CBF,0.79,0.043,100,94.4444,30,900,128,0.025,0.2
CBF,0.49,0.036,100,92.4444,30,900,128,0.025,0.2
CBF,1.17,0.039,100,72.5556,30,900,128,0.025,0.2
CBF,0.58,0.036,100,70.2222,30,900,128,0.025,0.2
CBF,0.69,0.042,100,97,30,900,128,0.025,0.2
CBF,0.81,0.036,100,86.5556,30,900,128,0.025,0.2
CBF,0.71,0.036,100,95.5556,30,900,128,0.025,0.2
CBF,1.16,0.046,100,95.5556,30,900,128,0.025,0.2
CBF,0.87,0.031,100,88.2222,30,900,128,0.025,0.2
Coffee,0.54,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.58,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.69,0.003,100,82.1429,28,28,286,0.025,0.2
Coffee,0.84,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.96,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.39,0.001,100,89.2857,28,28,286,0.025,0.2
Coffee,0.69,0.002,100,85.7143,28,28,286,0.025,0.2
Coffee,1.26,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.66,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.39,0.002,100,85.7143,28,28,286,0.025,0.2
Coffee,0.39,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.44,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.5,0.003,100,89.2857,28,28,286,0.025,0.2
Coffee,0.44,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.54,0.002,100,82.1429,28,28,286,0.025,0.2
Coffee,0.5,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.59,0.002,100,96.4286,28,28,286,0.025,0.2
Coffee,0.59,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.52,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.59,0.003,100,85.7143,28,28,286,0.025,0.2
Coffee,0.66,0.003,100,96.4286,28,28,286,0.025,0.2
Coffee,0.63,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.79,0.002,100,85.7143,28,28,286,0.025,0.2
Coffee,0.38,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.39,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.49,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.47,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.54,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.54,0.003,100,89.2857,28,28,286,0.025,0.2
Coffee,0.58,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.57,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.63,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.96,0.004,100,96.4286,28,28,286,0.025,0.2
Coffee,1.08,0.003,100,85.7143,28,28,286,0.025,0.2
Coffee,0.36,0.001,100,92.8571,28,28,286,0.025,0.2
Coffee,0.94,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,1.31,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.37,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.5,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.63,0.002,100,89.2857,28,28,286,0.025,0.2
Coffee,0.36,0.001,100,92.8571,28,28,286,0.025,0.2
Coffee,0.38,0.002,100,96.4286,28,28,286,0.025,0.2
Coffee,0.38,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.42,0.002,100,92.8571,28,28,286,0.025,0.2
Coffee,0.53,0.003,100,96.4286,28,28,286,0.025,0.2
Coffee,0.55,0.003,100,85.7143,28,28,286,0.025,0.2
Coffee,0.57,0.002,100,89.2857,28,28,286,0.025,0.2
Coffee,0.54,0.003,100,85.7143,28,28,286,0.025,0.2
Coffee,0.58,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.57,0.003,100,92.8571,28,28,286,0.025,0.2
Coffee,0.67,0.003,100,89.2857,28,28,286,0.025,0.2
Coffee,0.88,0.004,100,89.2857,28,28,286,0.025,0.2
Coffee,0.49,0.002,100,85.7143,28,28,286,0.025,0.2
Coffee,0.4,0.002,100,92.8571,28,28,286,0.025,0.2
